Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"OA","Annual population","616","Poland","512","Total Population - Male","3010","Population - Est. & Proj.","2015","2015","1000 persons","18660.163","X","Figure from international organizations",""
"OA","Annual population","616","Poland","513","Total Population - Female","3010","Population - Est. & Proj.","2015","2015","1000 persons","19892.982","X","Figure from international organizations",""
"OA","Annual population","616","Poland","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","15199.849","X","Figure from international organizations",""
"OA","Annual population","616","Poland","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","23065.377","X","Figure from international organizations",""
"OA","Annual population","616","Poland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2016","2016","1000 persons","38532.113","X","Figure from international organizations",""
"OA","Annual population","616","Poland","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","18647.53","X","Figure from international organizations",""
"OA","Annual population","616","Poland","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","19884.583","X","Figure from international organizations",""
"OA","Annual population","616","Poland","551","Rural population","3010","Population - Est. & Proj.","2016","2016","1000 persons","15221.747","X","Figure from international organizations",""
"OA","Annual population","616","Poland","561","Urban population","3010","Population - Est. & Proj.","2016","2016","1000 persons","23002.663","X","Figure from international organizations",""
"OA","Annual population","616","Poland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","38532.812","X","Figure from international organizations",""
"OA","Annual population","616","Poland","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","18646.143","X","Figure from international organizations",""
"OA","Annual population","616","Poland","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","19886.668","X","Figure from international organizations",""
"OA","Annual population","616","Poland","551","Rural population","3010","Population - Est. & Proj.","2017","2017","1000 persons","15228.329","X","Figure from international organizations",""
"OA","Annual population","616","Poland","561","Urban population","3010","Population - Est. & Proj.","2017","2017","1000 persons","22942.383","X","Figure from international organizations",""
"OA","Annual population","616","Poland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","38521.457","X","Figure from international organizations",""
"OA","Annual population","616","Poland","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","18640.083","X","Figure from international organizations",""
"OA","Annual population","616","Poland","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","19881.374","X","Figure from international organizations",""
"OA","Annual population","616","Poland","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","15219.933","X","Figure from international organizations",""
"OA","Annual population","616","Poland","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","22884.899","X","Figure from international organizations",""
"OA","Annual population","616","Poland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 persons","38493.601","X","Figure from international organizations",""
"OA","Annual population","616","Poland","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 persons","18625.84","X","Figure from international organizations",""
"OA","Annual population","616","Poland","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 persons","19867.761","X","Figure from international organizations",""
"OA","Annual population","616","Poland","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 persons","15197.181","X","Figure from international organizations",""
"OA","Annual population","616","Poland","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 persons","22831.097","X","Figure from international organizations",""
"OA","Annual population","616","Poland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 persons","38428.366","X","Figure from international organizations",""
"OA","Annual population","616","Poland","512","Total Population - Male","3010","Population - Est. & Proj.","2020","2020","1000 persons","18590.207","X","Figure from international organizations",""
"OA","Annual population","616","Poland","513","Total Population - Female","3010","Population - Est. & Proj.","2020","2020","1000 persons","19838.16","X","Figure from international organizations",""
"OA","Annual population","616","Poland","551","Rural population","3010","Population - Est. & Proj.","2020","2020","1000 persons","15160.592","X","Figure from international organizations",""
"OA","Annual population","616","Poland","561","Urban population","3010","Population - Est. & Proj.","2020","2020","1000 persons","22781.639","X","Figure from international organizations",""
"OA","Annual population","616","Poland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 persons","38307.726","X","Figure from international organizations",""
"OA","Annual population","616","Poland","512","Total Population - Male","3010","Population - Est. & Proj.","2021","2021","1000 persons","18524.344","X","Figure from international organizations",""
"OA","Annual population","616","Poland","513","Total Population - Female","3010","Population - Est. & Proj.","2021","2021","1000 persons","19783.381","X","Figure from international organizations",""
"OA","Annual population","616","Poland","551","Rural population","3010","Population - Est. & Proj.","2021","2021","1000 persons","15110.211","X","Figure from international organizations",""
"OA","Annual population","616","Poland","561","Urban population","3010","Population - Est. & Proj.","2021","2021","1000 persons","22736.411","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2000","2000","1000 persons","10300.626","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","512","Total Population - Male","3010","Population - Est. & Proj.","2000","2000","1000 persons","4967.627","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","513","Total Population - Female","3010","Population - Est. & Proj.","2000","2000","1000 persons","5332.999","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","551","Rural population","3010","Population - Est. & Proj.","2000","2000","1000 persons","4721.99","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","561","Urban population","3010","Population - Est. & Proj.","2000","2000","1000 persons","5633.127","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2001","2001","1000 persons","10371.819","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","512","Total Population - Male","3010","Population - Est. & Proj.","2001","2001","1000 persons","5004.337","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","513","Total Population - Female","3010","Population - Est. & Proj.","2001","2001","1000 persons","5367.483","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","551","Rural population","3010","Population - Est. & Proj.","2001","2001","1000 persons","4675.151","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","561","Urban population","3010","Population - Est. & Proj.","2001","2001","1000 persons","5724.161","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2002","2002","1000 persons","10430.914","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","512","Total Population - Male","3010","Population - Est. & Proj.","2002","2002","1000 persons","5030.278","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","513","Total Population - Female","3010","Population - Est. & Proj.","2002","2002","1000 persons","5400.636","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","551","Rural population","3010","Population - Est. & Proj.","2002","2002","1000 persons","4630.074","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","561","Urban population","3010","Population - Est. & Proj.","2002","2002","1000 persons","5813.594","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2003","2003","1000 persons","10473.344","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","512","Total Population - Male","3010","Population - Est. & Proj.","2003","2003","1000 persons","5045.303","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","513","Total Population - Female","3010","Population - Est. & Proj.","2003","2003","1000 persons","5428.04","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","551","Rural population","3010","Population - Est. & Proj.","2003","2003","1000 persons","4584.232","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","561","Urban population","3010","Population - Est. & Proj.","2003","2003","1000 persons","5902.881","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2004","2004","1000 persons","10501.522","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","512","Total Population - Male","3010","Population - Est. & Proj.","2004","2004","1000 persons","5054.515","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","513","Total Population - Female","3010","Population - Est. & Proj.","2004","2004","1000 persons","5447.007","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","551","Rural population","3010","Population - Est. & Proj.","2004","2004","1000 persons","4536.981","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","561","Urban population","3010","Population - Est. & Proj.","2004","2004","1000 persons","5991.287","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2005","2005","1000 persons","10523.315","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","512","Total Population - Male","3010","Population - Est. & Proj.","2005","2005","1000 persons","5061.076","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","513","Total Population - Female","3010","Population - Est. & Proj.","2005","2005","1000 persons","5462.239","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","551","Rural population","3010","Population - Est. & Proj.","2005","2005","1000 persons","4488.055","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","561","Urban population","3010","Population - Est. & Proj.","2005","2005","1000 persons","6077.668","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2006","2006","1000 persons","10543.947","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","512","Total Population - Male","3010","Population - Est. & Proj.","2006","2006","1000 persons","5067.237","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","513","Total Population - Female","3010","Population - Est. & Proj.","2006","2006","1000 persons","5476.709","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","551","Rural population","3010","Population - Est. & Proj.","2006","2006","1000 persons","4437.475","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","561","Urban population","3010","Population - Est. & Proj.","2006","2006","1000 persons","6162.476","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2007","2007","1000 persons","10565.551","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","512","Total Population - Male","3010","Population - Est. & Proj.","2007","2007","1000 persons","5073.406","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","513","Total Population - Female","3010","Population - Est. & Proj.","2007","2007","1000 persons","5492.145","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","551","Rural population","3010","Population - Est. & Proj.","2007","2007","1000 persons","4385.066","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","561","Urban population","3010","Population - Est. & Proj.","2007","2007","1000 persons","6245.054","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2008","2008","1000 persons","10580.96","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","512","Total Population - Male","3010","Population - Est. & Proj.","2008","2008","1000 persons","5074.771","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","513","Total Population - Female","3010","Population - Est. & Proj.","2008","2008","1000 persons","5506.189","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","551","Rural population","3010","Population - Est. & Proj.","2008","2008","1000 persons","4329.158","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","561","Urban population","3010","Population - Est. & Proj.","2008","2008","1000 persons","6322.941","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2009","2009","1000 persons","10591.343","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","512","Total Population - Male","3010","Population - Est. & Proj.","2009","2009","1000 persons","5072.332","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","513","Total Population - Female","3010","Population - Est. & Proj.","2009","2009","1000 persons","5519.011","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","551","Rural population","3010","Population - Est. & Proj.","2009","2009","1000 persons","4268.076","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","561","Urban population","3010","Population - Est. & Proj.","2009","2009","1000 persons","6392.54","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 persons","10588.401","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","512","Total Population - Male","3010","Population - Est. & Proj.","2010","2010","1000 persons","5064.023","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","513","Total Population - Female","3010","Population - Est. & Proj.","2010","2010","1000 persons","5524.378","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","551","Rural population","3010","Population - Est. & Proj.","2010","2010","1000 persons","4200.496","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","561","Urban population","3010","Population - Est. & Proj.","2010","2010","1000 persons","6451.825","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 persons","10564.826","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","512","Total Population - Male","3010","Population - Est. & Proj.","2011","2011","1000 persons","5045.028","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","513","Total Population - Female","3010","Population - Est. & Proj.","2011","2011","1000 persons","5519.798","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","551","Rural population","3010","Population - Est. & Proj.","2011","2011","1000 persons","4126.097","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","561","Urban population","3010","Population - Est. & Proj.","2011","2011","1000 persons","6499.233","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2012","2012","1000 persons","10522.086","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","512","Total Population - Male","3010","Population - Est. & Proj.","2012","2012","1000 persons","5016.075","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","513","Total Population - Female","3010","Population - Est. & Proj.","2012","2012","1000 persons","5506.011","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","551","Rural population","3010","Population - Est. & Proj.","2012","2012","1000 persons","4046.172","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","561","Urban population","3010","Population - Est. & Proj.","2012","2012","1000 persons","6535.649","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","10464.535","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","512","Total Population - Male","3010","Population - Est. & Proj.","2013","2013","1000 persons","4979.863","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","513","Total Population - Female","3010","Population - Est. & Proj.","2013","2013","1000 persons","5484.672","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","551","Rural population","3010","Population - Est. & Proj.","2013","2013","1000 persons","3963.418","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","561","Urban population","3010","Population - Est. & Proj.","2013","2013","1000 persons","6564.256","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2014","2014","1000 persons","10408.372","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","512","Total Population - Male","3010","Population - Est. & Proj.","2014","2014","1000 persons","4943.859","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","513","Total Population - Female","3010","Population - Est. & Proj.","2014","2014","1000 persons","5464.514","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","551","Rural population","3010","Population - Est. & Proj.","2014","2014","1000 persons","3881.018","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","561","Urban population","3010","Population - Est. & Proj.","2014","2014","1000 persons","6590.15","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","10365.435","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","512","Total Population - Male","3010","Population - Est. & Proj.","2015","2015","1000 persons","4915.615","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","513","Total Population - Female","3010","Population - Est. & Proj.","2015","2015","1000 persons","5449.82","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","3801.276","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","6617.197","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2016","2016","1000 persons","10332.753","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","4895.002","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","5437.751","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","551","Rural population","3010","Population - Est. & Proj.","2016","2016","1000 persons","3724.867","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","561","Urban population","3010","Population - Est. & Proj.","2016","2016","1000 persons","6646.76","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","10307.53","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","4878.087","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","5429.443","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","551","Rural population","3010","Population - Est. & Proj.","2017","2017","1000 persons","3651.305","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","561","Urban population","3010","Population - Est. & Proj.","2017","2017","1000 persons","6678.201","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","10289.835","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","4862.542","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","5427.292","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","3580.203","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","6710.993","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 persons","10289.923","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 persons","4857.72","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 persons","5432.203","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 persons","3510.812","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 persons","6743.854","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 persons","10298.192","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","512","Total Population - Male","3010","Population - Est. & Proj.","2020","2020","1000 persons","4859.873","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","513","Total Population - Female","3010","Population - Est. & Proj.","2020","2020","1000 persons","5438.319","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","551","Rural population","3010","Population - Est. & Proj.","2020","2020","1000 persons","3442.606","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","561","Urban population","3010","Population - Est. & Proj.","2020","2020","1000 persons","6775.807","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 persons","10290.103","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","512","Total Population - Male","3010","Population - Est. & Proj.","2021","2021","1000 persons","4854.733","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","513","Total Population - Female","3010","Population - Est. & Proj.","2021","2021","1000 persons","5435.37","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","551","Rural population","3010","Population - Est. & Proj.","2021","2021","1000 persons","3375.656","X","Figure from international organizations",""
"OA","Annual population","620","Portugal","561","Urban population","3010","Population - Est. & Proj.","2021","2021","1000 persons","6806.983","X","Figure from international organizations",""
"OA","Annual population","642","Romania","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2000","2000","1000 persons","21919.876","X","Figure from international organizations",""
"OA","Annual population","642","Romania","512","Total Population - Male","3010","Population - Est. & Proj.","2000","2000","1000 persons","10618.301","X","Figure from international organizations",""
"OA","Annual population","642","Romania","513","Total Population - Female","3010","Population - Est. & Proj.","2000","2000","1000 persons","11301.576","X","Figure from international organizations",""
"OA","Annual population","642","Romania","551","Rural population","3010","Population - Est. & Proj.","2000","2000","1000 persons","10399.242","X","Figure from international organizations",""
"OA","Annual population","642","Romania","561","Urban population","3010","Population - Est. & Proj.","2000","2000","1000 persons","11728.886","X","Figure from international organizations",""
"OA","Annual population","642","Romania","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2001","2001","1000 persons","21797.59","X","Figure from international organizations",""
"OA","Annual population","642","Romania","512","Total Population - Male","3010","Population - Est. & Proj.","2001","2001","1000 persons","10549.329","X","Figure from international organizations",""
"OA","Annual population","642","Romania","513","Total Population - Female","3010","Population - Est. & Proj.","2001","2001","1000 persons","11248.261","X","Figure from international organizations",""
"OA","Annual population","642","Romania","551","Rural population","3010","Population - Est. & Proj.","2001","2001","1000 persons","10365.175","X","Figure from international organizations",""
"OA","Annual population","642","Romania","561","Urban population","3010","Population - Est. & Proj.","2001","2001","1000 persons","11618.96","X","Figure from international organizations",""
"OA","Annual population","642","Romania","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2002","2002","1000 persons","21653.532","X","Figure from international organizations",""
"OA","Annual population","642","Romania","512","Total Population - Male","3010","Population - Est. & Proj.","2002","2002","1000 persons","10474.425","X","Figure from international organizations",""
"OA","Annual population","642","Romania","513","Total Population - Female","3010","Population - Est. & Proj.","2002","2002","1000 persons","11179.107","X","Figure from international organizations",""
"OA","Annual population","642","Romania","551","Rural population","3010","Population - Est. & Proj.","2002","2002","1000 persons","10319.721","X","Figure from international organizations",""
"OA","Annual population","642","Romania","561","Urban population","3010","Population - Est. & Proj.","2002","2002","1000 persons","11534.955","X","Figure from international organizations",""
"OA","Annual population","642","Romania","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2003","2003","1000 persons","21481.32","X","Figure from international organizations",""
"OA","Annual population","642","Romania","512","Total Population - Male","3010","Population - Est. & Proj.","2003","2003","1000 persons","10392.41","X","Figure from international organizations",""
"OA","Annual population","642","Romania","513","Total Population - Female","3010","Population - Est. & Proj.","2003","2003","1000 persons","11088.909","X","Figure from international organizations",""
"OA","Annual population","642","Romania","551","Rural population","3010","Population - Est. & Proj.","2003","2003","1000 persons","10231.821","X","Figure from international organizations",""
"OA","Annual population","642","Romania","561","Urban population","3010","Population - Est. & Proj.","2003","2003","1000 persons","11497.098","X","Figure from international organizations",""
"OA","Annual population","642","Romania","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2004","2004","1000 persons","21289.286","X","Figure from international organizations",""
"OA","Annual population","642","Romania","512","Total Population - Male","3010","Population - Est. & Proj.","2004","2004","1000 persons","10302.972","X","Figure from international organizations",""
"OA","Annual population","642","Romania","513","Total Population - Female","3010","Population - Est. & Proj.","2004","2004","1000 persons","10986.314","X","Figure from international organizations",""
"OA","Annual population","642","Romania","551","Rural population","3010","Population - Est. & Proj.","2004","2004","1000 persons","10138.587","X","Figure from international organizations",""
"OA","Annual population","642","Romania","561","Urban population","3010","Population - Est. & Proj.","2004","2004","1000 persons","11452.577","X","Figure from international organizations",""
"OA","Annual population","642","Romania","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2005","2005","1000 persons","21092.264","X","Figure from international organizations",""
"OA","Annual population","642","Romania","512","Total Population - Male","3010","Population - Est. & Proj.","2005","2005","1000 persons","10211.543","X","Figure from international organizations",""
"OA","Annual population","642","Romania","513","Total Population - Female","3010","Population - Est. & Proj.","2005","2005","1000 persons","10880.72","X","Figure from international organizations",""
"OA","Annual population","642","Romania","551","Rural population","3010","Population - Est. & Proj.","2005","2005","1000 persons","10035.316","X","Figure from international organizations",""
"OA","Annual population","642","Romania","561","Urban population","3010","Population - Est. & Proj.","2005","2005","1000 persons","11395.702","X","Figure from international organizations",""
"OA","Annual population","642","Romania","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2006","2006","1000 persons","20909.401","X","Figure from international organizations",""
"OA","Annual population","642","Romania","512","Total Population - Male","3010","Population - Est. & Proj.","2006","2006","1000 persons","10126.347","X","Figure from international organizations",""
"OA","Annual population","642","Romania","513","Total Population - Female","3010","Population - Est. & Proj.","2006","2006","1000 persons","10783.054","X","Figure from international organizations",""
"OA","Annual population","642","Romania","551","Rural population","3010","Population - Est. & Proj.","2006","2006","1000 persons","9919.852","X","Figure from international organizations",""
"OA","Annual population","642","Romania","561","Urban population","3010","Population - Est. & Proj.","2006","2006","1000 persons","11324.07","X","Figure from international organizations",""
"OA","Annual population","642","Romania","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2007","2007","1000 persons","20744.23","X","Figure from international organizations",""
"OA","Annual population","642","Romania","512","Total Population - Male","3010","Population - Est. & Proj.","2007","2007","1000 persons","10048.422","X","Figure from international organizations",""
"OA","Annual population","642","Romania","513","Total Population - Female","3010","Population - Est. & Proj.","2007","2007","1000 persons","10695.808","X","Figure from international organizations",""
"OA","Annual population","642","Romania","551","Rural population","3010","Population - Est. & Proj.","2007","2007","1000 persons","9795.242","X","Figure from international organizations",""
"OA","Annual population","642","Romania","561","Urban population","3010","Population - Est. & Proj.","2007","2007","1000 persons","11240.869","X","Figure from international organizations",""
"OA","Annual population","642","Romania","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2008","2008","1000 persons","20597.508","X","Figure from international organizations",""
"OA","Annual population","642","Romania","512","Total Population - Male","3010","Population - Est. & Proj.","2008","2008","1000 persons","9977.733","X","Figure from international organizations",""
"OA","Annual population","642","Romania","513","Total Population - Female","3010","Population - Est. & Proj.","2008","2008","1000 persons","10619.775","X","Figure from international organizations",""
"OA","Annual population","642","Romania","551","Rural population","3010","Population - Est. & Proj.","2008","2008","1000 persons","9667.799","X","Figure from international organizations",""
"OA","Annual population","642","Romania","561","Urban population","3010","Population - Est. & Proj.","2008","2008","1000 persons","11153.285","X","Figure from international organizations",""
"OA","Annual population","642","Romania","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2009","2009","1000 persons","20466.318","X","Figure from international organizations",""
"OA","Annual population","642","Romania","512","Total Population - Male","3010","Population - Est. & Proj.","2009","2009","1000 persons","9912.856","X","Figure from international organizations",""
"OA","Annual population","642","Romania","513","Total Population - Female","3010","Population - Est. & Proj.","2009","2009","1000 persons","10553.462","X","Figure from international organizations",""
"OA","Annual population","642","Romania","551","Rural population","3010","Population - Est. & Proj.","2009","2009","1000 persons","9546.514","X","Figure from international organizations",""
"OA","Annual population","642","Romania","561","Urban population","3010","Population - Est. & Proj.","2009","2009","1000 persons","11071.441","X","Figure from international organizations",""
"OA","Annual population","642","Romania","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 persons","20335.211","X","Figure from international organizations",""
"OA","Annual population","642","Romania","512","Total Population - Male","3010","Population - Est. & Proj.","2010","2010","1000 persons","9847.526","X","Figure from international organizations",""
"OA","Annual population","642","Romania","513","Total Population - Female","3010","Population - Est. & Proj.","2010","2010","1000 persons","10487.685","X","Figure from international organizations",""
"OA","Annual population","642","Romania","551","Rural population","3010","Population - Est. & Proj.","2010","2010","1000 persons","9437.516","X","Figure from international organizations",""
"OA","Annual population","642","Romania","561","Urban population","3010","Population - Est. & Proj.","2010","2010","1000 persons","11002.831","X","Figure from international organizations",""
