key,pr_mm/yr
Netherlands2019,807.4
Netherlands2020,775.13
Netherlands2021,865.8
Poland1901,593.49
Poland1902,602.83
Poland1903,654.05
Poland1904,531.73
Poland1905,648.97
Poland1906,638.55
Poland1907,607.68
Poland1908,601.49
Poland1909,607.89
Poland1910,645.84
Poland1911,533.74
Poland1912,684.17
Poland1913,649.65
Poland1914,601.01
Poland1915,647.15
Poland1916,674.65
Poland1917,552.48
Poland1918,609.95
Poland1919,652.19
Poland1920,589.51
Poland1921,517.63
Poland1922,621.59
Poland1923,605.42
Poland1924,597.44
Poland1925,685.98
Poland1926,695.54
Poland1927,688.34
Poland1928,568.84
Poland1929,543.51
Poland1930,670.46
Poland1931,665.37
Poland1932,550.45
Poland1933,593.81
Poland1934,585.35
Poland1935,635.27
Poland1936,640.51
Poland1937,647.8
Poland1938,639.29
Poland1939,683.63
Poland1940,651.05
Poland1941,694.87
Poland1942,534.13
Poland1943,527.57
Poland1944,594.52
Poland1945,680.63
Poland1946,611.78
Poland1947,574.09
Poland1948,643.04
Poland1949,601.4
Poland1950,636.01
Poland1951,497.71
Poland1952,654.91
Poland1953,495.38
Poland1954,569.3
Poland1955,591.62
Poland1956,612.47
Poland1957,604.66
Poland1958,673.34
Poland1959,504.44
Poland1960,715.28
Poland1961,596.4
Poland1962,628.67
Poland1963,547.38
Poland1964,552.42
Poland1965,641.63
Poland1966,733.07
Poland1967,691.67
Poland1968,641.0
Poland1969,501.77
Poland1970,745.44
Poland1971,534.68
Poland1972,614.19
Poland1973,562.21
Poland1974,751.61
Poland1975,553.31
Poland1976,541.96
Poland1977,661.97
Poland1978,635.75
Poland1979,597.66
Poland1980,680.05
Poland1981,692.5
Poland1982,445.25
Poland1983,544.25
Poland1984,541.57
Poland1985,639.06
Poland1986,576.69
Poland1987,618.83
Poland1988,594.22
Poland1989,502.9
Poland1990,562.01
Poland1991,522.38
Poland1992,531.48
Poland1993,582.6
Poland1994,604.69
Poland1995,570.44
Poland1996,554.52
Poland1997,621.64
Poland1998,678.29
Poland1999,608.39
Poland2000,618.18
Poland2001,701.48
Poland2002,622.87
Poland2003,488.42
Poland2004,600.03
Poland2005,571.81
Poland2006,551.26
Poland2007,668.17
Poland2008,598.55
Poland2009,677.52
Poland2010,791.84
Poland2011,544.78
Poland2012,605.24
Poland2013,646.95
Poland2014,627.32
Poland2015,513.01
Poland2016,669.36
Poland2017,725.91
Poland2018,506.45
Poland2019,539.21
Poland2020,622.07
Poland2021,643.39
Portugal1901,861.43
Portugal1902,982.67
Portugal1903,857.42
Portugal1904,794.8
Portugal1905,713.31
Portugal1906,738.33
Portugal1907,1005.27
Portugal1908,685.06
Portugal1909,895.47
Portugal1910,985.1
Portugal1911,949.14
Portugal1912,852.03
Portugal1913,922.77
Portugal1914,911.13
Portugal1915,976.16
Portugal1916,963.96
Portugal1917,686.99
Portugal1918,757.25
Portugal1919,942.48
Portugal1920,753.12
Portugal1921,599.17
Portugal1922,762.24
Portugal1923,732.69
Portugal1924,877.01
Portugal1925,828.75
Portugal1926,852.08
Portugal1927,876.59
Portugal1928,827.01
Portugal1929,672.78
Portugal1930,739.18
Portugal1931,697.12
Portugal1932,830.15
Portugal1933,712.99
Portugal1934,706.09
Portugal1935,728.49
Portugal1936,1110.34
Portugal1937,1205.54
Portugal1938,605.98
Portugal1939,952.5
Portugal1940,971.04
Portugal1941,1059.16
Portugal1942,952.21
Portugal1943,812.44
Portugal1944,557.5
Portugal1945,672.69
Portugal1946,799.61
Portugal1947,1057.79
Portugal1948,879.0
Portugal1949,642.95
Portugal1950,665.79
Portugal1951,981.34
Portugal1952,866.33
Portugal1953,724.64
Portugal1954,568.49
Portugal1955,1169.38
Portugal1956,867.33
Portugal1957,660.76
Portugal1958,875.26
Portugal1959,989.8
Portugal1960,1234.46
Portugal1961,939.89
Portugal1962,792.03
Portugal1963,1334.97
Portugal1964,713.34
Portugal1965,972.61
Portugal1966,1047.1
Portugal1967,672.22
Portugal1968,904.5
Portugal1969,1102.93
Portugal1970,794.02
Portugal1971,797.36
Portugal1972,1019.28
Portugal1973,632.71
Portugal1974,686.19
Portugal1975,720.96
Portugal1976,935.09
Portugal1977,1108.64
Portugal1978,1086.75
Portugal1979,1100.32
Portugal1980,621.82
Portugal1981,732.04
Portugal1982,657.25
Portugal1983,822.31
Portugal1984,910.2
Portugal1985,901.92
Portugal1986,714.54
Portugal1987,981.47
Portugal1988,826.05
Portugal1989,1127.64
Portugal1990,691.71
Portugal1991,675.71
Portugal1992,612.17
Portugal1993,856.49
Portugal1994,738.54
Portugal1995,849.71
Portugal1996,1221.24
Portugal1997,1120.33
Portugal1998,657.82
Portugal1999,817.12
Portugal2000,991.18
Portugal2001,921.41
Portugal2002,970.3
Portugal2003,1005.4
Portugal2004,690.79
Portugal2005,586.11
Portugal2006,1004.94
Portugal2007,681.62
Portugal2008,849.56
Portugal2009,919.56
Portugal2010,1335.84
Portugal2011,836.21
Portugal2012,737.72
Portugal2013,972.33
Portugal2014,998.85
Portugal2015,581.72
Portugal2016,984.18
Portugal2017,588.14
Portugal2018,996.79
Portugal2019,691.38
Portugal2020,823.56
Portugal2021,796.32
Romania1901,746.83
Romania1902,646.03
Romania1903,545.3
Romania1904,533.82
Romania1905,621.53
Romania1906,703.09
Romania1907,496.04
Romania1908,601.39
Romania1909,635.79
Romania1910,643.45
Romania1911,585.91
Romania1912,823.81
Romania1913,643.45
Romania1914,740.09
Romania1915,787.31
Romania1916,640.61
Romania1917,523.61
Romania1918,632.55
Romania1919,733.39
Romania1920,629.15
Romania1921,547.26
Romania1922,746.98
Romania1923,600.13
Romania1924,613.5
Romania1925,694.9
Romania1926,633.08
Romania1927,619.65
Romania1928,576.25
Romania1929,574.12
Romania1930,629.97
Romania1931,651.7
Romania1932,631.06
Romania1933,781.13
Romania1934,557.92
Romania1935,571.5
Romania1936,623.65
Romania1937,712.6
Romania1938,611.83
Romania1939,683.39
Romania1940,770.92
Romania1941,843.67
Romania1942,580.32
Romania1943,568.41
Romania1944,699.74
Romania1945,496.64
Romania1946,519.38
Romania1947,626.24
Romania1948,560.53
Romania1949,616.96
Romania1950,546.34
Romania1951,569.46
Romania1952,636.63
Romania1953,540.35
Romania1954,699.79
Romania1955,802.1
Romania1956,614.43
Romania1957,664.42
Romania1958,598.27
Romania1959,580.43
Romania1960,696.74
Romania1961,539.41
Romania1962,596.08
Romania1963,563.2
Romania1964,657.3
Romania1965,593.23
Romania1966,766.33
Romania1967,585.71
Romania1968,623.51
Romania1969,736.68
Romania1970,795.0
Romania1971,655.95
Romania1972,704.84
Romania1973,557.23
Romania1974,706.56
Romania1975,673.2
Romania1976,625.54
Romania1977,626.38
Romania1978,698.39
Romania1979,689.52
Romania1980,773.35
Romania1981,705.68
Romania1982,569.36
Romania1983,520.34
Romania1984,688.51
Romania1985,589.27
Romania1986,488.85
Romania1987,576.84
Romania1988,635.33
Romania1989,585.01
Romania1990,485.22
Romania1991,717.67
Romania1992,519.92
Romania1993,588.07
Romania1994,537.44
Romania1995,710.02
Romania1996,655.93
Romania1997,721.63
Romania1998,721.07
Romania1999,725.58
Romania2000,446.36
Romania2001,696.85
Romania2002,610.16
Romania2003,531.32
Romania2004,727.55
Romania2005,795.5
Romania2006,667.42
Romania2007,702.7
Romania2008,628.0
Romania2009,644.73
Romania2010,831.02
Romania2011,478.42
Romania2012,603.7
Romania2013,661.74
Romania2014,769.08
Romania2015,611.81
Romania2016,732.64
Romania2017,649.58
Romania2018,642.89
Romania2019,555.48
Romania2020,628.35
Romania2021,693.02
Slovakia1901,776.19
Slovakia1902,854.51
Slovakia1903,891.52
Slovakia1904,701.77
Slovakia1905,799.35
Slovakia1906,909.91
Slovakia1907,720.01
Slovakia1908,683.27
Slovakia1909,826.82
Slovakia1910,917.02
Slovakia1911,689.98
Slovakia1912,941.1
Slovakia1913,822.01
Slovakia1914,834.24
Slovakia1915,1005.87
Slovakia1916,900.57
Slovakia1917,619.93
Slovakia1918,860.19
Slovakia1919,849.27
Slovakia1920,844.63
Slovakia1921,613.83
Slovakia1922,848.17
Slovakia1923,768.62
Slovakia1924,747.96
Slovakia1925,911.84
Slovakia1926,901.68
Slovakia1927,783.96
Slovakia1928,656.24
Slovakia1929,720.07
Slovakia1930,887.06
Slovakia1931,770.07
Slovakia1932,602.17
Slovakia1933,814.63
Slovakia1934,714.84
Slovakia1935,757.69
Slovakia1936,902.62
Slovakia1937,988.88
Slovakia1938,799.63
Slovakia1939,908.75
Slovakia1940,944.4
Slovakia1941,895.22
Slovakia1942,672.85
Slovakia1943,665.63
Slovakia1944,898.97
Slovakia1945,727.32
Slovakia1946,717.34
Slovakia1947,644.27
Slovakia1948,765.66
Slovakia1949,746.44
Slovakia1950,782.36
Slovakia1951,783.94
Slovakia1952,854.79
Slovakia1953,675.2
Slovakia1954,742.22
Slovakia1955,829.69
Slovakia1956,641.98
Slovakia1957,727.12
Slovakia1958,833.52
Slovakia1959,721.72
Slovakia1960,889.7
Slovakia1961,637.82
Slovakia1962,757.69
Slovakia1963,718.86
Slovakia1964,768.21
Slovakia1965,947.91
Slovakia1966,947.28
Slovakia1967,687.75
Slovakia1968,744.75
Slovakia1969,704.37
Slovakia1970,898.61
Slovakia1971,626.43
Slovakia1972,794.13
Slovakia1973,622.2
Slovakia1974,894.85
Slovakia1975,768.39
Slovakia1976,747.45
Slovakia1977,763.13
Slovakia1978,693.16
Slovakia1979,784.48
Slovakia1980,834.09
Slovakia1981,738.83
Slovakia1982,644.2
Slovakia1983,632.02
Slovakia1984,724.8
Slovakia1985,810.11
Slovakia1986,595.92
Slovakia1987,754.13
Slovakia1988,708.3
Slovakia1989,717.33
Slovakia1990,698.9
Slovakia1991,729.69
Slovakia1992,642.07
Slovakia1993,623.24
Slovakia1994,740.3
Slovakia1995,785.85
Slovakia1996,797.44
Slovakia1997,719.51
Slovakia1998,807.56
Slovakia1999,842.31
Slovakia2000,694.97
Slovakia2001,805.91
Slovakia2002,794.47
Slovakia2003,587.53
Slovakia2004,795.9
Slovakia2005,830.39
Slovakia2006,704.88
Slovakia2007,784.66
Slovakia2008,754.94
Slovakia2009,839.54
Slovakia2010,1108.74
Slovakia2011,606.58
Slovakia2012,661.49
Slovakia2013,780.59
Slovakia2014,849.39
Slovakia2015,675.05
Slovakia2016,901.74
Slovakia2017,797.31
Slovakia2018,706.6
Slovakia2019,769.31
Slovakia2020,844.38
Slovakia2021,734.42
Slovenia1901,1610.11
Slovenia1902,1414.19
Slovenia1903,1635.81
Slovenia1904,1531.75
Slovenia1905,1638.73
Slovenia1906,1574.76
Slovenia1907,1434.3
Slovenia1908,1103.52
Slovenia1909,1501.32
Slovenia1910,1827.52
Slovenia1911,1314.89
Slovenia1912,1553.92
Slovenia1913,1435.85
Slovenia1914,1557.4
Slovenia1915,1841.28
Slovenia1916,1837.8
Slovenia1917,1544.39
Slovenia1918,1445.99
Slovenia1919,1737.39
Slovenia1920,1235.63
Slovenia1921,951.68
Slovenia1922,1504.36
Slovenia1923,1603.85
Slovenia1924,1352.12
Slovenia1925,1684.06
Slovenia1926,1781.65
Slovenia1927,1493.3
Slovenia1928,1433.73
Slovenia1929,1280.6
Slovenia1930,1595.65
Slovenia1931,1433.02
Slovenia1932,1277.07
Slovenia1933,1804.52
Slovenia1934,1716.16
Slovenia1935,1455.92
Slovenia1936,1546.19
Slovenia1937,2081.91
Slovenia1938,1216.33
Slovenia1939,1351.14
Slovenia1940,1551.47
Slovenia1941,1512.39
Slovenia1942,1117.1
Slovenia1943,1303.22
Slovenia1944,1457.51
Slovenia1945,1104.1
Slovenia1946,1136.94
Slovenia1947,1286.56
Slovenia1948,1652.15
Slovenia1949,1165.52
Slovenia1950,1459.06
Slovenia1951,1635.2
Slovenia1952,1516.53
Slovenia1953,1233.26
Slovenia1954,1484.36
Slovenia1955,1522.76
Slovenia1956,1389.43
Slovenia1957,1295.66
Slovenia1958,1530.35
Slovenia1959,1484.44
Slovenia1960,1775.32
Slovenia1961,1400.09
Slovenia1962,1600.16
Slovenia1963,1468.61
Slovenia1964,1492.13
Slovenia1965,1786.21
Slovenia1966,1509.8
Slovenia1967,1258.38
Slovenia1968,1355.24
Slovenia1969,1455.38
Slovenia1970,1421.05
Slovenia1971,1079.71
Slovenia1972,1567.3
Slovenia1973,1227.27
Slovenia1974,1414.41
Slovenia1975,1398.59
Slovenia1976,1375.28
Slovenia1977,1325.59
Slovenia1978,1380.4
Slovenia1979,1600.62
Slovenia1980,1465.78
Slovenia1981,1328.92
Slovenia1982,1400.67
Slovenia1983,1099.2
Slovenia1984,1424.88
Slovenia1985,1362.55
Slovenia1986,1299.18
Slovenia1987,1470.46
Slovenia1988,1236.23
Slovenia1989,1302.69
Slovenia1990,1386.72
Slovenia1991,1319.96
Slovenia1992,1388.34
Slovenia1993,1304.13
Slovenia1994,1348.46
Slovenia1995,1501.47
Slovenia1996,1554.49
Slovenia1997,1245.37
Slovenia1998,1457.5
Slovenia1999,1449.95
Slovenia2000,1387.37
Slovenia2001,1223.98
Slovenia2002,1423.15
Slovenia2003,1046.42
Slovenia2004,1516.46
Slovenia2005,1396.25
Slovenia2006,1195.38
Slovenia2007,1293.64
Slovenia2008,1431.38
Slovenia2009,1504.02
Slovenia2010,1586.25
Slovenia2011,1048.25
Slovenia2012,1372.4
Slovenia2013,1591.09
Slovenia2014,1780.04
Slovenia2015,1434.19
Slovenia2016,1698.73
Slovenia2017,1545.1
Slovenia2018,1415.59
Slovenia2019,1618.71
Slovenia2020,1588.68
Slovenia2021,1300.8
Sweden1901,450.41
Sweden1902,531.58
Sweden1903,611.55
Sweden1904,521.95
Sweden1905,534.39
Sweden1906,531.04
Sweden1907,598.48
Sweden1908,486.55
Sweden1909,624.95
Sweden1910,578.93
Sweden1911,523.57
Sweden1912,650.57
Sweden1913,525.91
Sweden1914,489.54
Sweden1915,555.72
Sweden1916,626.06
Sweden1917,523.11
Sweden1918,541.8
Sweden1919,563.44
Sweden1920,591.03
Sweden1921,626.02
Sweden1922,545.51
Sweden1923,617.87
Sweden1924,632.29
Sweden1925,589.83
Sweden1926,586.58
Sweden1927,694.34
Sweden1928,625.52
Sweden1929,637.22
Sweden1930,596.35
Sweden1931,609.61
Sweden1932,586.97
Sweden1933,472.63
Sweden1934,660.39
Sweden1935,705.25
Sweden1936,589.56
Sweden1937,582.93
Sweden1938,643.86
Sweden1939,553.52
Sweden1940,571.8
Sweden1941,514.52
Sweden1942,546.56
Sweden1943,582.31
Sweden1944,682.23
Sweden1945,647.64
Sweden1946,615.64
Sweden1947,463.74
Sweden1948,579.3
Sweden1949,632.88
Sweden1950,657.11
Sweden1951,577.18
Sweden1952,615.49
Sweden1953,616.93
Sweden1954,664.93
Sweden1955,518.66
Sweden1956,523.82
Sweden1957,646.47
Sweden1958,587.44
Sweden1959,534.53
Sweden1960,693.47
Sweden1961,661.58
Sweden1962,603.7
Sweden1963,571.98
Sweden1964,585.98
Sweden1965,614.18
Sweden1966,659.77
Sweden1967,697.99
Sweden1968,567.8
Sweden1969,521.39
Sweden1970,591.6
Sweden1971,576.25
Sweden1972,569.55
Sweden1973,597.5
Sweden1974,651.74
Sweden1975,554.02
Sweden1976,480.97
Sweden1977,661.41
Sweden1978,550.76
Sweden1979,662.72
Sweden1980,598.13
Sweden1981,680.79
Sweden1982,592.74
Sweden1983,661.94
Sweden1984,647.7
Sweden1985,710.37
Sweden1986,629.85
Sweden1987,669.52
Sweden1988,666.67
Sweden1989,597.5
Sweden1990,668.76
Sweden1991,598.47
Sweden1992,668.85
Sweden1993,665.15
Sweden1994,575.82
Sweden1995,630.91
Sweden1996,570.24
Sweden1997,587.91
Sweden1998,773.68
Sweden1999,688.34
Sweden2000,820.68
Sweden2001,714.02
Sweden2002,592.97
Sweden2003,577.82
Sweden2004,652.36
Sweden2005,632.63
Sweden2006,652.16
Sweden2007,683.13
Sweden2008,695.48
Sweden2009,660.26
Sweden2010,644.76
Sweden2011,684.42
Sweden2012,736.57
Sweden2013,587.59
Sweden2014,630.14
Sweden2015,690.14
Sweden2016,625.78
Sweden2017,678.22
Sweden2018,539.63
Sweden2019,682.36
Sweden2020,669.34
Sweden2021,608.87
