Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Stock
QCL,Crops and livestock products,752,Sweden,5111,Stocks,2111,Cattle,2006,2006,Head,1590409
QCL,Crops and livestock products,752,Sweden,5111,Stocks,2111,Cattle,2007,2007,Head,1559725
QCL,Crops and livestock products,752,Sweden,5111,Stocks,2111,Cattle,2008,2008,Head,1558381
QCL,Crops and livestock products,752,Sweden,5111,Stocks,2111,Cattle,2009,2009,Head,1538281
QCL,Crops and livestock products,752,Sweden,5111,Stocks,2111,Cattle,2010,2010,Head,1536700
QCL,Crops and livestock products,752,Sweden,5111,Stocks,2111,Cattle,2011,2011,Head,1511846
QCL,Crops and livestock products,752,Sweden,5111,Stocks,2111,Cattle,2012,2012,Head,1500293
QCL,Crops and livestock products,752,Sweden,5111,Stocks,2111,Cattle,2013,2013,Head,1496526
QCL,Crops and livestock products,752,Sweden,5111,Stocks,2111,Cattle,2014,2014,Head,1493119
QCL,Crops and livestock products,752,Sweden,5111,Stocks,2111,Cattle,2015,2015,Head,1428400
QCL,Crops and livestock products,752,Sweden,5111,Stocks,2111,Cattle,2016,2016,Head,1436050
QCL,Crops and livestock products,752,Sweden,5111,Stocks,2111,Cattle,2017,2017,Head,1448590
QCL,Crops and livestock products,752,Sweden,5111,Stocks,2111,Cattle,2018,2018,Head,1435450
QCL,Crops and livestock products,752,Sweden,5111,Stocks,2111,Cattle,2019,2019,Head,1404670
QCL,Crops and livestock products,752,Sweden,5111,Stocks,2111,Cattle,2020,2020,Head,1390960
QCL,Crops and livestock products,752,Sweden,5111,Stocks,2111,Cattle,2021,2021,Head,1389890
